MAG	CUBHE	ConsistencyHE	CPB	FilteredSequences	d	LowerCI	UpperCI
SRR6744050_metabat_2	1.009071	0.5256223	-0.396283	42	0.2344019	0.175788	0.316399
SRR6744050_metabat_3	
SRR6744051_metabat_1	0.6418141	0.5033772	-0.4045997	80	3.111232	2.675154	3.630338
SRR6744051_metabat_2	0.5683663	0.4748579	-0.2999495	652	4.196652	3.354621	5.288635
SRR6744052_metabat_01	1.006685	0.4591476	-0.4192138	15	0.1294614	0.09278753	0.1836295
SRR6744052_metabat_02	0.5649548	0.4678567	-0.3907961	16	3.92472	3.092814	5.021928
SRR6744052_metabat_03	0.6375192	0.5026006	-0.4147391	69	3.204252	2.749611	3.746728
SRR6744052_metabat_04	0.9183169	0.5322797	-0.4132358	20	0.4641626	0.3647847	0.5956549
SRR6744052_metabat_05	0.6188753	0.4811411	-0.4061952	40	2.839612	2.359816	3.434001
SRR6744052_metabat_06	0.7699058	0.5585984	-0.3745288	30	2.038792	1.642579	2.547874
SRR6744052_metabat_07	0.7359798	0.527851	-0.4005391	12	1.84542	1.581672	2.160565
SRR6744052_metabat_08	0.7451177	0.5101422	-0.3898225	14	1.368231	1.173671	1.600478
SRR6744052_metabat_09	0.9826454	0.3997499	-0.4233822	23	0.08955021	0.05990268	0.1371569
SRR6744052_metabat_10	
SRR6744052_metabat_11	0.5883742	0.486694	-0.3871975	39	4.093729	3.373467	4.994895
SRR6744053_metabat_1	0.775779	0.4980147	-0.3716018	219	0.9242156	0.7735142	1.109365
SRR6744062_metabat_1	0.6356954	0.4902708	-0.401831	84	2.753294	2.334568	3.259942
SRR6744063_metabat_01	0.7322635	0.5335957	-0.4088377	19	2.052711	1.747957	2.419626
SRR6744063_metabat_02	1.011265	0.5047595	-0.4005814	43	0.189954	0.1413169	0.2586491
SRR6744063_metabat_03	0.6577754	0.5113837	-0.393505	85	2.993198	2.5892	3.470751
SRR6744063_metabat_04	0.6374991	0.5534687	-0.404423	67	6.720794	5.23203	8.712919
SRR6744063_metabat_05	0.9409356	0.5421293	-0.402119	52	0.4382277	0.3393147	0.5714356
SRR6744063_metabat_06	0.9447739	0.5463925	-0.4020792	29	0.4458932	0.3438234	0.5840302
SRR6744063_metabat_07	0.994953	0.3388278	-0.383023	11	0.05141284	0.03159744	0.08672193
SRR6744063_metabat_08	1.004535	0.3893127	-0.4070723	8	0.07276169	0.04777511	0.1138058
SRR6744063_metabat_09	0.9591536	0.4106708	-0.4442568	8	0.1124145	0.07677279	0.1682209
SRR6744063_metabat_10	1.111085	0.3906425	-0.4227084	17	0.04190093	0.02698231	0.06699761
SRR6744063_metabat_11	
SRR6744063_metabat_12	0.9548396	0.3704153	-0.445036	24	0.0821061	0.05293507	0.1311077
SRR6744063_metabat_13	0.6794908	0.259728	-0.3806554	2	0.1581341	0.08410265	0.3163359
SRR6744063_metabat_14	0.5941767	0.5139202	-0.4300057	107	5.75937	4.774719	6.982645
SRR6744063_metabat_15	0.8453706	0.3661522	-0.3917471	8	0.1497335	0.09694953	0.2379361
SRR6744063_metabat_16	0.666897	0.47853	-0.4724054	46	1.788129	1.491966	2.153304
SRR6744063_metabat_17	0.4951242	0.3617187	-0.3936659	250	1.780783	1.0604	3.115821
SRR6744063_metabat_18	0.6258355	0.5051507	-0.3747267	36	3.708909	3.16637	4.360158
SRR6744065_metabat_1	0.6708759	0.4882561	-0.4022459	85	1.956549	1.662775	2.311064
SRR6744065_metabat_2	0.6265305	0.4792054	-0.3744744	17	2.57922	2.141595	3.121907
SRR6744065_metabat_3	0.634392	0.5261137	-0.3993929	58	4.608747	3.87616	5.503651
SRR6744066_metabat_01	0.5675904	0.4645104	-0.3973184	15	3.649722	2.863154	4.692694
SRR6744066_metabat_02	0.6305444	0.5005688	-0.4177056	69	3.326328	2.842985	3.905748
SRR6744066_metabat_03	0.6393938	0.5071902	-0.4028923	97	3.355137	2.884019	3.916149
SRR6744066_metabat_04	0.9837829	0.5454256	-0.4234861	40	0.3366307	0.2548511	0.4497522
SRR6744066_metabat_05	0.7048438	0.5282005	-0.3964076	13	2.441394	2.097927	2.850547
SRR6744066_metabat_06	1.176276	0.4232661	-0.3980913	11	0.03844067	0.02519885	0.06023576
SRR6744066_metabat_07	0.6731175	0.5155312	-0.4011486	19	2.748923	2.383095	3.180258
SRR6744066_metabat_08	0.6525073	0.5479737	-0.4067443	84	5.305094	4.260709	6.651979
SRR6744066_metabat_09	0.6225897	0.4201938	-0.4030456	31	1.258599	0.9084631	1.771379
SRR6744066_metabat_10	
SRR6744068_metabat_1	0.6662448	0.520129	-0.3891036	62	3.119125	2.689865	3.62836
SRR6744068_metabat_2	1.015989	0.5057388	-0.403542	26	0.1860827	0.1381945	0.2538621
SRR6744068_metabat_3	0.6341078	0.498744	-0.4030082	90	3.136738	2.682078	3.681505
SRR6744068_metabat_4	0.9464598	0.5398381	-0.4072117	52	0.4115929	0.3181096	0.5377621
SRR6744068_metabat_5	0.8859282	0.5156199	-0.3778873	40	0.4909027	0.39212	0.619119
SRR6744068_metabat_6	0.6213055	0.5290274	-0.4041148	75	5.482679	4.536811	6.660365
SRR6744069_metabat_1	0.6557917	0.4611789	-0.3807216	47	1.579774	1.267248	1.983392
SRR6744071_metabat_1	0.6294642	0.5059569	-0.4031484	89	3.623462	3.099606	4.250818
SRR6744071_metabat_2	0.7144518	0.519173	-0.4160482	78	1.991345	1.724157	2.306842
SRR6744073_metabat_1	0.6424109	0.5046053	-0.4025392	78	3.14672	2.707367	3.669343
SRR6744076_metabat_1	0.6214382	0.5026697	-0.4229076	88	3.735234	3.179873	4.40407
SRR6744076_metabat_2	0.9436142	0.5299325	-0.3952004	35	0.3791924	0.2941152	0.4935313
SRR6744076_metabat_3	0.9166773	0.4252979	-0.404012	7	0.1650448	0.1164747	0.2381341
SRR6744076_metabat_4	1.060894	0.4625584	-0.4219409	92	0.09717117	0.068482	0.1404141
SRR6744076_metabat_5	0.608238	0.400446	-0.3844357	47	1.115989	0.7652519	1.662466
SRR6744078_metabat_01	0.6339746	0.497127	-0.4112819	34	3.071531	2.622861	3.609948
SRR6744078_metabat_02	0.8678515	0.5475481	-0.3929527	16	0.7970301	0.6368007	1.004942
SRR6744078_metabat_03	0.5729514	0.4759682	-0.4168054	73	4.078137	3.276388	5.111701
SRR6744078_metabat_04	0.8991162	0.4706656	-0.4064966	14	0.2833833	0.2153201	0.3771251
SRR6744078_metabat_05	0.9345747	0.5478268	-0.421188	26	0.4868482	0.3769098	0.6349279
SRR6744078_metabat_06	0.6458173	0.517166	-0.3923419	59	3.629543	3.11399	4.244828
SRR6744078_metabat_07	0.9461985	0.4813448	-0.3998011	14	0.230763	0.173836	0.3099755
SRR6744078_metabat_08	0.7022367	0.5105465	-0.39779	13	1.982546	1.720789	2.29074
SRR6744078_metabat_09	0.5974857	0.5055171	-0.4097637	65	4.917155	4.114725	5.90319
SRR6744078_metabat_10	0.758987	0.5348876	-0.3911592	15	1.6554	1.399743	1.96575
SRR6744078_metabat_11	0.6475271	0.529338	-0.3956344	38	4.245	3.577175	5.058939
SRR6744079_metabat_1	0.6455721	0.5124722	-0.393662	66	3.40656	2.932356	3.970319
SRR6744079_metabat_2	1.109216	0.3514809	-0.4127219	10	0.03172829	0.01956324	0.05331801
SRR6744079_metabat_3	0.9878206	0.5371756	-0.4196423	40	0.3016927	0.2285516	0.4027857
SRR6744079_metabat_4	0.9519458	0.4290525	-0.3931861	45	0.1377367	0.09677077	0.1997155
SRR6744082_metabat_1	0.6172541	0.15625	-0.3579259	22	0.0928185	0.04182546	0.2279666
SRR6744085_metabat_1	0.6947466	0.3643063	-0.3890508	28	0.3916019	0.2519034	0.6269182
SRR6744088_metabat_1	0.7789527	0.3817453	-0.3641555	46	0.2635612	0.1761455	0.4040831
SRR6744089_metabat_1	0.6077251	0.473769	-0.3940858	21	2.846928	2.323465	3.509355
SRR6744089_metabat_2	0.6940432	0.5209358	-0.3990459	52	2.443336	2.115611	2.83029
SRR6744090_metabat_1	0.6341735	0.5280258	-0.4038965	76	4.749296	3.978312	5.695559
SRR6744090_metabat_2	0.6290828	0.471881	-0.3891529	22	2.286777	1.872325	2.809273
SRR6744090_metabat_3	0.7228722	0.4579523	-0.3759055	37	0.8806062	0.6971978	1.121171
SRR6744091_metabat_1	0.7820741	0.4613478	-0.3821763	193	0.5838393	0.4580485	0.7506199
SRR6744093_metabat_1	0.978212	0.333057	-0.3904518	3	0.05367935	0.03277698	0.09122607
SRR6744093_metabat_2	0.6065926	0.4561474	-0.3891795	18	2.27231	1.783814	2.919521
SRR6744093_metabat_3	1.087699	0.4641983	-0.3877156	4	0.08464021	0.05915593	0.1234409
SRR6744093_metabat_4	1.027944	0.4029575	-0.3794484	11	0.07146176	0.04753018	0.1101589
SRR6744093_metabat_5	0.8643673	0.5304421	-0.3958594	10	0.6755098	0.5466911	0.8401478
SRR6744093_metabat_6	0.6200659	0.4697298	-0.3860959	16	2.409857	1.959154	2.982816
SRR6744093_metabat_7	0.722633	0.5502707	-0.3947052	35	2.792462	2.294304	3.417927
SRR6744093_metabat_8	0.6296762	0.5495262	-0.4096995	66	6.863046	5.381853	8.827987
SRR6744093_metabat_9	0.6180377	0.4232346	-0.3760482	27	1.356084	0.9851509	1.895135
SRR6744102_metabat_1	0.7754799	0.4732754	-0.3799366	204	0.6992928	0.5627459	0.8749763
SRR6744103_metabat_1	0.6474128	0.5172469	-0.3957478	37	3.578835	3.072601	4.182514
SRR6744103_metabat_2	0.9053626	0.5099747	-0.4274464	23	0.4032087	0.3177681	0.5158862
SRR6744103_metabat_3	1.041223	0.4687626	-0.4061174	8	0.1148	0.08199261	0.1634612
SRR6744103_metabat_4	0.9770842	0.434075	-0.4108221	19	0.1239196	0.08700611	0.1798116
SRR6744103_metabat_5	1.197192	0.4184527	-0.3981637	11	0.03344884	0.02171815	0.05298383
SRR6744103_metabat_6	0.6879091	0.5073339	-0.3901795	61	2.157336	1.872557	2.492624
SRR6744104_metabat_1	0.6580074	0.5328658	-0.4025269	60	4.03275	3.391942	4.815479
SRR6744104_metabat_2	0.6294688	0.4727211	-0.3859592	21	2.304281	1.890204	2.82515
SRR6744104_metabat_3	0.8809846	0.3794656	-0.4028576	87	0.1359633	0.08972868	0.2114393
SRR6744106_metabat_1	0.9547848	0.4983833	-0.3938471	34	0.2569968	0.1958004	0.3410097
SRR6744106_metabat_2	0.8887567	0.517667	-0.4758666	21	0.4915741	0.3923088	0.6205518
SRR6744106_metabat_3	1.07113	0.3490657	-0.466738	16	0.03762748	0.02324567	0.06309016
SRR6744106_metabat_4	1.111537	0.4703287	-0.3852076	9	0.07793852	0.05427501	0.1141253
SRR6744112_metabat_1	0.6425058	0.5051704	-0.4017987	95	3.168529	2.726606	3.694102
SRR6744113_metabat_01	0.9903869	0.4674094	-0.4145965	17	0.1537033	0.1118823	0.2143342
SRR6744113_metabat_02	0.5864457	0.4595717	-0.4124711	74	2.855973	2.241188	3.670853
SRR6744113_metabat_03	0.9589762	0.4652416	-0.393804	10	0.1829595	0.1345707	0.2522425
SRR6744113_metabat_04	0.6455779	0.5034466	-0.4198432	42	3.006948	2.589062	3.503597
SRR6744113_metabat_05	0.9195033	0.4577172	-0.4026884	10	0.2189745	0.1620462	0.2998911
SRR6744113_metabat_06	0.8509715	0.5212243	-0.4213417	10	0.6745109	0.5502644	0.8318168
SRR6744113_metabat_07	0.7432933	0.5274264	-0.398272	45	1.723243	1.474992	2.020333
SRR6744113_metabat_08	
SRR6744113_metabat_09	0.6228575	0.4755168	-0.389378	26	2.53819	2.090175	3.099183
SRR6744113_metabat_10	0.638089	0.551632	-0.4116272	71	6.494536	5.092487	8.354654
SRR6744113_metabat_11	0.7119803	0.5080575	-0.3940845	19	1.764508	1.527464	2.044472
SRR6744113_metabat_12	0.6989106	0.5175501	-0.4056532	10	2.236649	1.940754	2.585159
SRR6744115_metabat_1	0.6549686	0.5005714	-0.393931	102	2.652309	2.285825	3.087397
SRR6744120_metabat_1	0.6450838	0.475111	-0.3970768	76	2.06974	1.711709	2.515814
SRR6744128_metabat_1	
SRR6744130_metabat_1	0.7408535	0.5185043	-0.3828745	125	1.572693	1.353271	1.833666
SRR6744131_metabat_1	0.8852457	0.4541972	-0.3792996	154	0.2645078	0.1973074	0.3591193
SRR6744135_metabat_1	0.617438	0.5097779	-0.3926054	69	4.296939	3.644876	5.085561
SRR6744135_metabat_2	0.568803	0.2333333	-0.3411363	125	0.2489495	0.1219304	0.5507469
SRR6744136_metabat_01	0.9334556	0.4737421	-0.3991226	14	0.2330602	0.1750843	0.3139975
SRR6744136_metabat_02	0.941786	0.5362679	-0.3818401	21	0.4098918	0.3179112	0.5335155
SRR6744136_metabat_03	1.072006	0.4885753	-0.4162505	17	0.1137522	0.0815322	0.1613393
SRR6744136_metabat_04	0.5136139	0.4191992	-0.4471332	62	3.232071	2.215613	4.816379
SRR6744136_metabat_05	0.6629941	0.5156784	-0.3925163	65	3.024343	2.615308	3.50803
SRR6744136_metabat_06	0.9677485	0.5415765	-0.4019734	44	0.3613831	0.276167	0.4779495
SRR6744136_metabat_07	0.6730723	0.5130593	-0.3845116	145	2.659847	2.307993	3.07426
SRR6744136_metabat_08	0.5407134	0.5091642	-0.3891037	79	9.397126	7.362427	12.09921
SRR6744136_metabat_09	0.6414699	0.5532679	-0.4022408	88	6.429752	5.026298	8.298492
SRR6744136_metabat_10	0.6958213	0.5211253	-0.3940504	269	2.41056	2.08704	2.79259
SRR6744136_metabat_11	0.6111692	0.421293	-0.3797118	15	1.402033	1.011942	1.973364
SRR6744136_metabat_12	0.5246521	0.3937494	-0.4141304	318	2.078076	1.353341	3.280539
SRR6744136_metabat_13	0.6594977	0.535459	-0.3802043	44	4.125061	3.450974	4.953644
SRR6744137_metabat_1	0.6248036	0.5011088	-0.4082655	48	3.538617	3.016615	4.166275
SRR6744137_metabat_2	0.6421675	0.4737673	-0.3851025	17	2.086871	1.720184	2.545507
SRR6744137_metabat_3	0.8769501	0.4780051	-0.4004878	114	0.3541434	0.2745355	0.4612015
SRR6744143_metabat_1	0.6486279	0.5243632	-0.4031696	48	3.911542	3.329166	4.613111
SRR6744143_metabat_2	0.6295109	0.4769349	-0.3908125	28	2.435607	2.015259	2.959024
SRR6744143_metabat_3	0.6722244	0.5187273	-0.3719756	85	2.894512	2.503483	3.356811
SRR6744143_metabat_4	0.6367832	0.3861176	-0.3750143	40	0.7555014	0.5045891	1.159171
SRR6744145_metabat_1	0.9357285	0.3585896	-0.3837109	67	0.08287703	0.05263308	0.1346303
SRR6744145_metabat_2	0.921765	0.5082902	-0.384644	62	0.353763	0.2760536	0.4574541
SRR6744145_metabat_3	0.8181278	0.351841	-0.3859601	55	0.1554416	0.09829594	0.253745
SRR6744149_metabat_1	0.626273	0.4728263	-0.3851993	19	2.374554	1.946653	2.913202
SRR6744149_metabat_2	0.6257617	0.4151364	-0.3789221	17	1.154002	0.8233029	1.645162
SRR6744149_metabat_3	0.6045257	0.4565517	-0.3783276	16	2.327079	1.827249	2.989117
SRR6744149_metabat_4	
SRR6744149_metabat_5	0.6273626	0.5657903	-0.4290358	65	9.080491	6.664366	12.54895
SRR6744149_metabat_6	
SRR6744149_metabat_7	0.6614382	0.4368205	-0.3671995	41	1.119938	0.8467691	1.498383
SRR6744149_metabat_8	0.572853	0.2985459	-0.326894	149	0.4668207	0.2552783	0.9031652
SRR6744150_metabat_1	0.640591	0.5146794	-0.4032556	97	3.684	3.15925	4.3106
SRR6744153_metabat_1	0.8702491	0.4790056	-0.3770192	170	0.3746722	0.2917673	0.4855667
SRR6744155_metabat_1	0.6336756	0.5024173	-0.3923708	79	3.313652	2.83856	3.881678
SRR6744160_metabat_1	1.037729	0.4591736	-0.3926807	7	0.1078941	0.07643783	0.1550095
SRR6744160_metabat_2	0.9031443	0.5252194	-0.4112257	21	0.4802355	0.3807127	0.610571
SRR6744160_metabat_3	0.9714905	0.5176792	-0.3975003	22	0.2777039	0.2119219	0.3678371
SRR6744160_metabat_4	1.114292	0.4687099	-0.4064219	33	0.07575341	0.05263393	0.1112053
SRR6744161_metabat_1	0.9414076	0.5240127	-0.3927763	29	0.362483	0.281427	0.4712924
SRR6744161_metabat_2	0.6010357	0.5085099	-0.4175406	71	4.95963	4.157027	5.944
SRR6744161_metabat_3	0.995539	0.4556211	-0.3932311	39	0.1341387	0.09615696	0.1902265
SRR6744161_metabat_4	0.6449531	0.5054605	-0.4048689	60	3.109289	2.678284	3.621284
SRR6744161_metabat_5	
SRR6744161_metabat_6	0.5890687	0.4529256	-0.3793632	13	2.549169	1.972919	3.325624
SRR6744162_metabat_1	0.9474301	0.5428661	-0.4154174	41	0.421822	0.3254453	0.5521671
SRR6744165_metabat_1	0.6115705	0.4140473	-0.3836081	20	1.279	0.9070129	1.835497
SRR6744165_metabat_2	0.7284401	0.5334376	-0.3966002	33	2.118757	1.80537	2.49578
SRR6744165_metabat_3	0.6092707	0.4680865	-0.3676702	9	2.599564	2.098321	3.242166
SRR6744167_metabat_1	0.7543163	0.4640034	-0.3781173	128	0.7401945	0.5890967	0.9371604
SRR6744167_metabat_2	0.7556411	0.5019218	-0.3773086	24	1.136318	0.9641661	1.34445
SRR6744167_metabat_3	0.8513074	0.2822486	-0.3943709	40	0.07093183	0.04027729	0.131225
SRR6744168_metabat_1	0.6686157	0.5221399	-0.3883984	22	3.136488	2.70065	3.654462
SRR6744168_metabat_2	0.6135284	0.4709049	-0.3921735	31	2.597161	2.112137	3.213507
SRR6744171_metabat_01	0.5824824	0.4653079	-0.4015214	57	3.205608	2.541187	4.075776
SRR6744171_metabat_02	0.5411562	0.4581553	-0.3843449	14	4.303626	3.272708	5.722074
SRR6744171_metabat_03	0.7134207	0.5260359	-0.3980259	10	2.19726	1.892814	2.558884
SRR6744171_metabat_04	0.6952059	0.5445335	-0.3252212	235	3.331627	2.762931	4.037874
SRR6744171_metabat_05	0.6370616	0.496762	-0.4131207	36	2.969759	2.538076	3.487286
SRR6744171_metabat_06	0.6866386	0.5120916	-0.3983862	14	2.322627	2.018087	2.680754
SRR6744171_metabat_07	0.9324657	0.5332895	-0.3936657	54	0.4243318	0.3309341	0.5490399
SRR6744171_metabat_08	0.6610715	0.5053247	-0.4006314	114	2.674349	2.314174	3.099933
SRR6744171_metabat_09	0.9510454	0.5363644	-0.3770095	64	0.3846328	0.296895	0.5032267
SRR6744171_metabat_10	0.6448878	0.5595135	-0.40761	65	6.828445	5.228693	9.011537
SRR6744171_metabat_11	0.7286009	0.2259008	-0.3927698	22	0.08838822	0.04534285	0.1847235
SRR6744171_metabat_12	1.050385	0.03333333	-0.4021544	27	0.005441571	0.002447394	0.01339713
SRR6744174_metabat_1	0.7742585	0.4716752	-0.3761181	186	0.6933062	0.556505	0.8698483
SRR6744174_metabat_2	0.6063189	0.4929039	-0.3773899	32	3.761046	3.15571	4.502562
SRR6744175_metabat_1	0.6262496	0.4729034	-0.3932375	27	2.37748	1.949354	2.916314
SRR6744175_metabat_2	0.6554729	0.5350268	-0.3984615	60	4.263379	3.562565	5.125987
SRR6744177_metabat_1	0.6183155	0.4739213	-0.3922052	56	2.589159	2.122205	3.177091
SRR6744177_metabat_2	0.7528026	0.5485917	-0.3917437	28	2.08137	1.719345	2.533031
SRR6744178_metabat_1	0.6335387	0.4992415	-0.402666	110	3.175189	2.71525	3.726209
SRR6744178_metabat_2	1.018582	0.4880857	-0.386458	50	0.1558716	0.1142924	0.215626
SRR6744187_metabat_1	0.9331779	0.4550545	-0.3886407	117	0.195775	0.1435832	0.2707613
SRR6744187_metabat_2	0.7307486	0.4705642	-0.3817496	83	0.9579753	0.778282	1.186594
SRR6744187_metabat_3	0.6579634	0.5027465	-0.3987083	85	2.657461	2.29514	3.086541
SRR6744190_metabat_1	0.676792	0.5401307	-0.408585	49	3.731164	3.110038	4.497935
SRR6744190_metabat_2	0.9473353	0.5309785	-0.3940019	33	0.3735151	0.2891242	0.4872051
SRR6744190_metabat_3	0.6249789	0.4731874	-0.3948185	39	2.413888	1.979675	2.96023
SRR6744190_metabat_4	0.9179842	0.4252979	-0.400059	8	0.1637219	0.1154995	0.2363194
SRR6744190_metabat_5	0.9574012	0.464312	-0.4636722	58	0.1831933	0.1346784	0.2526967
SRR6744190_metabat_6	0.6549135	0.5464744	-0.400637	69	5.064953	4.094583	6.306748
SRR6744191_metabat_01	1.001797	0.4573407	-0.4083026	6	0.1311884	0.09400806	0.1861165
SRR6744191_metabat_02	0.9023898	0.5341206	-0.4386314	20	0.5308374	0.4205462	0.6753899
SRR6744191_metabat_03	
SRR6744191_metabat_04	0.7130497	0.547306	-0.3225282	274	2.92997	2.422508	3.562412
SRR6744191_metabat_05	
SRR6744191_metabat_06	0.680787	0.5756266	-0.4042709	63	6.023039	4.445221	8.272945
SRR6744191_metabat_07	0.8562002	0.3828998	-0.392503	35	0.1629819	0.1084958	0.250992
SRR6744191_metabat_08	0.661506	0.4729232	-0.4731019	42	1.744354	1.437977	2.127516
SRR6744191_metabat_09	0.7715057	0.5648485	-0.3322057	115	2.180697	1.727667	2.774437
SRR6744191_metabat_10	0.6001719	0.537845	-0.397614	148	7.81081	6.182953	9.946398
SRR6744191_metabat_11	0.5769134	0.4702869	-0.3792787	49	3.621797	2.889497	4.573655
SRR6744191_metabat_12	0.6175168	0.5292102	-0.3793449	29	5.713053	4.710033	6.967323
SRR6744193_metabat_1	0.670751	0.519208	-0.3910967	186	2.953545	2.552568	3.428033
SRR6744194_metabat_1	0.6218427	0.4738588	-0.3969754	48	2.505509	2.055734	3.071134
SRR6744194_metabat_2	0.6927379	0.5255063	-0.4071933	29	2.628223	2.264672	3.059918
SRR6744195_metabat_1	0.6231388	0.5031578	-0.4226075	86	3.70033	3.153538	4.358021
SRR6744195_metabat_2	0.6423674	0.4921609	-0.3980517	120	2.657132	2.26307	3.131466
SRR6744195_metabat_3	0.9399246	0.5360561	-0.3804953	80	0.4143693	0.3217111	0.5387535
SRR6744195_metabat_4	
SRR6744195_metabat_5	0.7115201	0.5211667	-0.4007214	25	2.096884	1.814256	2.430886
SRR6744198_metabat_01	0.9190586	0.5318857	-0.39949	26	0.4598074	0.3612439	0.5902726
SRR6744198_metabat_02	
SRR6744198_metabat_03	0.9740015	0.4618686	-0.3974452	18	0.1616309	0.1176891	0.2253128
SRR6744198_metabat_04	0.6274598	0.4781844	-0.4005498	26	2.522849	2.091322	3.059016
SRR6744198_metabat_05	0.5637651	0.5287037	-0.3804498	13	10.00974	7.783441	12.99285
SRR6744198_metabat_06	0.7442004	0.5097796	-0.3778534	18	1.372591	1.177605	1.605301
SRR6744198_metabat_07	0.6963595	0.5506759	-0.3205392	258	3.590707	2.926813	4.432087
SRR6744198_metabat_08	0.9963149	0.5137106	-0.4211207	34	0.2272312	0.1709964	0.3055783
SRR6744198_metabat_09	0.6474325	0.5434588	-0.3971479	66	5.221333	4.239236	6.471766
SRR6744198_metabat_10	0.6674084	0.5161776	-0.4652743	37	2.922917	2.529842	3.38725
SRR6744204_metabat_1	0.5925628	0.4661543	-0.4035439	80	2.952325	2.356603	3.726185
SRR6744210_metabat_1	0.510735	0.3194638	-0.3064925	89	0.9370542	0.5166914	1.795063
SRR6744214_metabat_1	1.003526	0.5424335	-0.408086	74	0.286073	0.2147754	0.3856821
SRR6744216_metabat_01	0.8223631	0.5822647	-0.3236278	175	1.750031	1.319977	2.347542
SRR6744216_metabat_02	0.6174353	0.4417769	-0.3980828	153	1.716737	1.30556	2.282446
SRR6744216_metabat_03	0.6064955	0.5476471	-0.3336766	65	8.52055	6.571708	11.15727
SRR6744216_metabat_04	0.7136453	0.4835047	-0.4950044	79	1.28266	1.074511	1.538109
SRR6744216_metabat_05	0.6692008	0.5799113	-0.4042965	57	7.253593	5.208598	10.26725
SRR6744216_metabat_06	0.7145014	0.5942021	-0.389559	543	5.646802	3.942053	8.24597
SRR6744216_metabat_07	0.9459501	0.4633901	-0.3779226	77	0.1951822	0.1440008	0.2681956
SRR6744216_metabat_08	0.6543685	0.5109706	-0.3798376	291	3.0721	2.654862	3.565865
SRR6744216_metabat_09	0.7413895	0.4423675	-0.3820031	117	0.6414852	0.4886461	0.8513541
SRR6744216_metabat_10	0.6441366	0.5316921	-0.3322832	79	4.540265	3.798101	5.452595
SRR6744216_metabat_11	0.7215618	0.5613593	-0.4786794	112	3.283526	2.609138	4.164274
SRR6744216_metabat_12	0.758392	0.5403916	-0.3172886	145	1.783905	1.49642	2.136167
SRR6744216_metabat_13	
SRR6744216_metabat_14	0.6741532	0.5270636	-0.4710959	47	3.187457	2.729967	3.734555
SRR6744216_metabat_15	0.7682284	0.5162252	-0.3796723	95	1.21771	1.036532	1.43594
SRR6744216_metabat_16	0.7656832	0.509459	-0.3851933	37	1.146229	0.974227	1.353769
SRR6744216_metabat_17	0.6443984	0.468596	-0.4737696	77	1.9141	1.560447	2.362215
SRR6744216_metabat_18	0.7058572	0.5209896	-0.3397507	219	2.199647	1.904298	2.548441
SRR6744216_metabat_19	0.6377293	0.3232647	-0.3704645	61	0.3821833	0.2240221	0.6811114
SRR6744216_metabat_20	0.6606735	0.5391787	-0.438164	87	4.301934	3.566654	5.215347
SRR6744216_metabat_21	0.6131567	-0.02380952	-0.3159269	48	0.02411306	0.009059547	0.07513757
SRR6744216_metabat_22	0.8020755	0.5390557	-0.3767266	102	1.215906	1.008312	1.473724
SRR6744216_metabat_23	0.6004506	0.5143814	-0.4179033	80	5.44171	4.535498	6.560512
SRR6744216_metabat_24	0.6164218	0.357663	-0.4197215	30	0.6417857	0.4006252	1.063309
SRR6744216_metabat_25	0.6333158	0.5199955	-0.3350654	43	4.263045	3.619545	5.040452
SRR6744216_metabat_26	0.6092696	0.4244923	-0.2978198	74	1.481893	1.077496	2.068953
