,sample,ARG,AMR_category,MGE_prediction
SRR6743980_4,SRR6743980,SHV-63,beta-lactam,plasmid
SRR6743980_5,SRR6743980,MEL,multidrug,unclassified
SRR6743980_6,SRR6743980,MEFA,MLS,unclassified
SRR6743980_7,SRR6743980,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6743980_8,SRR6743980,LSAC,multidrug,unclassified
SRR6743980_9,SRR6743980,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743980_10,SRR6743980,SHV-43,beta-lactam,unclassified
SRR6743980_11,SRR6743980,OXA-118,beta-lactam,unclassified
SRR6743980_12,SRR6743980,CMLA1,phenicol,unclassified
SRR6743980_13,SRR6743980,TETM,tetracycline,plasmid
SRR6743980_14,SRR6743980,ERMB,MLS,plasmid
SRR6743980_15,SRR6743980,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743980_16,SRR6743980,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743980_17,SRR6743980,VANU,glycopeptide,unclassified
SRR6743982_1,SRR6743982,TETQ,tetracycline,phage
SRR6743982_2,SRR6743982,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743982_3,SRR6743982,IMP-9,beta-lactam,chromosome
SRR6743982_4,SRR6743982,SMER,multidrug,phage
SRR6743982_5,SRR6743982,MSRE,multidrug,chromosome
SRR6743982_6,SRR6743982,TET32,tetracycline,plasmid
SRR6743982_7,SRR6743982,SMER,multidrug,phage
SRR6743982_8,SRR6743982,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6743982_9,SRR6743982,CMLA1,phenicol,chromosome
SRR6743982_10,SRR6743982,VANU,glycopeptide,phage
SRR6743982_11,SRR6743982,TETQ,tetracycline,chromosome
SRR6743982_12,SRR6743982,TET(W/N/W),tetracycline,unclassified
SRR6743982_13,SRR6743982,LSAB,multidrug,plasmid
SRR6743982_14,SRR6743982,LRA-13,beta-lactam,plasmid
SRR6743982_15,SRR6743982,ERMB,MLS,unclassified
SRR6743982_16,SRR6743982,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743982_17,SRR6743982,MTRA,multidrug,unclassified
SRR6743982_18,SRR6743982,VANU,glycopeptide,plasmid
SRR6743982_19,SRR6743982,RPOB2,multidrug,phage
SRR6743982_20,SRR6743982,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743982_21,SRR6743982,EFRB,multidrug,chromosome
SRR6743982_22,SRR6743982,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743982_23,SRR6743982,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743982_24,SRR6743982,RPOB2,multidrug,chromosome
SRR6743982_25,SRR6743982,RPOB2,multidrug,unclassified
SRR6743982_26,SRR6743982,UGD,peptide,ambiguous (phage/chromosome)
SRR6743982_27,SRR6743982,OLEB,multidrug,chromosome
SRR6743985_1,SRR6743985,POXTA,multidrug,chromosome
SRR6743985_2,SRR6743985,RPOB2,multidrug,chromosome
SRR6743985_3,SRR6743985,ERMY,MLS,chromosome
SRR6743985_4,SRR6743985,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743985_5,SRR6743985,MDTG,fosfomycin,chromosome
SRR6743985_6,SRR6743985,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6743986_1,SRR6743986,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743986_2,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_3,SRR6743986,UGD,peptide,chromosome
SRR6743986_4,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_5,SRR6743986,PATB,fluoroquinolone,unclassified
SRR6743986_6,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_7,SRR6743986,RLMA(II),MLS,chromosome
SRR6743986_8,SRR6743986,TEM-1,beta-lactam,chromosome
SRR6743986_9,SRR6743986,TET34,tetracycline,chromosome
SRR6743986_10,SRR6743986,EVGS,multidrug,chromosome
SRR6743986_11,SRR6743986,CFXA4,beta-lactam,plasmid
SRR6743986_12,SRR6743986,TET(W/N/W),tetracycline,plasmid
SRR6743986_13,SRR6743986,CAMPYLOBACTER COLI CHLORAMPHENICOL ACETYLTRANSFERASE,phenicol,chromosome
SRR6743986_14,SRR6743986,MCR-3.8,peptide,unclassified
SRR6743986_15,SRR6743986,OPMD,multidrug,chromosome
SRR6743986_16,SRR6743986,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,aminoglycoside,chromosome
SRR6743986_17,SRR6743986,MDTG,fosfomycin,chromosome
SRR6743986_18,SRR6743986,HMRM,multidrug,chromosome
SRR6743986_19,SRR6743986,ESCHERICHIA COLI EF-TU MUTANTS CONFERRING RESISTANCE TO PULVOMYCIN,elfamycin,unclassified
SRR6743986_20,SRR6743986,PSEUDOMONAS_AERUGINOSA_EMRE,aminoglycoside,chromosome
SRR6743986_21,SRR6743986,OXA-157,beta-lactam,unclassified
SRR6743986_22,SRR6743986,VANR,glycopeptide,unclassified
SRR6743986_23,SRR6743986,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743986_24,SRR6743986,CFE-2,beta-lactam,plasmid
SRR6743986_25,SRR6743986,CORYNEBACTERIUM STRIATUM TETA,multidrug,chromosome
SRR6743986_26,SRR6743986,AAD(6),aminoglycoside,chromosome
SRR6743986_27,SRR6743986,CAMP-REGULATORY_PROTEIN,unclassified,chromosome
SRR6743986_28,SRR6743986,PBP-1A,beta-lactam,chromosome
SRR6743986_29,SRR6743986,TETQ,tetracycline,phage
SRR6743986_30,SRR6743986,RPOB2,multidrug,unclassified
SRR6743986_31,SRR6743986,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6743986_32,SRR6743986,CATP,phenicol,chromosome
SRR6743986_33,SRR6743986,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,unclassified,unclassified
SRR6743986_34,SRR6743986,TETA(46),tetracycline,unclassified
SRR6743986_35,SRR6743986,HAEMOPHILUS INFLUENZAE PBP3 CONFERRING RESISTANCE TO BETA-LACTAM ANTIBIOTICS,beta-lactam,chromosome
SRR6743986_36,SRR6743986,RLMA(II),MLS,unclassified
SRR6743986_37,SRR6743986,ERMF,MLS,unclassified
SRR6743986_38,SRR6743986,MDSC,multidrug,unclassified
SRR6743986_39,SRR6743986,TETW,tetracycline,unclassified
SRR6743986_40,SRR6743986,MEFC,MLS,phage
SRR6743986_41,SRR6743986,QACG,multidrug,unclassified
SRR6743986_42,SRR6743986,QACG,multidrug,unclassified
SRR6743986_43,SRR6743986,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,unclassified,chromosome
SRR6743986_44,SRR6743986,OXA-444,beta-lactam,unclassified
SRR6743986_45,SRR6743986,DNA-BINDING_PROTEIN_H-NS,unclassified,chromosome
SRR6743986_46,SRR6743986,TET35,tetracycline,chromosome
SRR6743986_47,SRR6743986,UGD,peptide,unclassified
SRR6743986_48,SRR6743986,EFRA,multidrug,chromosome
SRR6743986_49,SRR6743986,EFRB,multidrug,chromosome
SRR6743986_50,SRR6743986,VANA,glycopeptide,unclassified
SRR6743986_51,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_52,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_53,SRR6743986,BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,chromosome
SRR6743986_54,SRR6743986,VANR,glycopeptide,chromosome
SRR6743986_55,SRR6743986,MEL,multidrug,unclassified
SRR6743986_56,SRR6743986,MEFA,MLS,unclassified
SRR6743986_57,SRR6743986,PENA,beta-lactam,chromosome
SRR6743986_58,SRR6743986,LSAE,multidrug,chromosome
SRR6743986_59,SRR6743986,TET34,tetracycline,chromosome
SRR6743986_60,SRR6743986,VANU,glycopeptide,plasmid
SRR6743986_61,SRR6743986,BLT,multidrug,ambiguous (phage/chromosome)
SRR6743986_62,SRR6743986,PBP-2X,beta-lactam,chromosome
SRR6743986_63,SRR6743986,AADA6,aminoglycoside,chromosome
SRR6743986_64,SRR6743986,LNUD,MLS,chromosome
SRR6743986_65,SRR6743986,TETQ,tetracycline,unclassified
SRR6743986_66,SRR6743986,PBP-1A,beta-lactam,chromosome
SRR6743986_67,SRR6743986,PSEUDOMONAS_AERUGINOSA_EMRE,aminoglycoside,chromosome
SRR6743986_68,SRR6743986,MTRE,multidrug,chromosome
SRR6743986_69,SRR6743986,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,chromosome
SRR6743986_70,SRR6743986,MEFE,MLS,plasmid
SRR6743986_71,SRR6743986,PENA,beta-lactam,chromosome
SRR6743986_72,SRR6743986,EFRA,multidrug,chromosome
SRR6743986_73,SRR6743986,UGD,peptide,chromosome
SRR6743986_74,SRR6743986,RLMA(II),MLS,chromosome
SRR6743986_75,SRR6743986,PATA,fluoroquinolone,chromosome
SRR6743986_76,SRR6743986,PATB,fluoroquinolone,unclassified
SRR6743986_77,SRR6743986,UGD,peptide,unclassified
SRR6743986_78,SRR6743986,MTRD,multidrug,chromosome
SRR6743986_79,SRR6743986,ARLS,multidrug,chromosome
SRR6743986_80,SRR6743986,PBP-2X,beta-lactam,chromosome
SRR6743986_81,SRR6743986,PBP-2X,beta-lactam,ambiguous (phage/chromosome)
SRR6743986_82,SRR6743986,TETA(48),tetracycline,chromosome
SRR6743986_83,SRR6743986,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,aminoglycoside,chromosome
SRR6743986_84,SRR6743986,ERMB,MLS,phage
SRR6743986_85,SRR6743986,EFRB,multidrug,chromosome
SRR6743986_86,SRR6743986,PMRA,fluoroquinolone,chromosome
SRR6743986_87,SRR6743986,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743986_88,SRR6743986,VANO,glycopeptide,chromosome
SRR6743986_89,SRR6743986,HAEMOPHILUS INFLUENZAE PBP3 CONFERRING RESISTANCE TO BETA-LACTAM ANTIBIOTICS,beta-lactam,chromosome
SRR6743986_90,SRR6743986,EFRA,multidrug,chromosome
SRR6743986_91,SRR6743986,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,aminoglycoside,chromosome
SRR6743986_92,SRR6743986,ROSA,peptide,ambiguous (phage/chromosome)
SRR6743986_93,SRR6743986,KLEBSIELLA PNEUMONIAE KPNH,multidrug,chromosome
SRR6743986_94,SRR6743986,EMRA,fluoroquinolone,chromosome
SRR6743986_95,SRR6743986,BACA,bacitracin,chromosome
SRR6743986_96,SRR6743986,PENA,beta-lactam,chromosome
SRR6743986_97,SRR6743986,CAMP-REGULATORY_PROTEIN,unclassified,chromosome
SRR6743986_98,SRR6743986,LSAE,multidrug,chromosome
SRR6743986_99,SRR6743986,EFRB,multidrug,chromosome
SRR6743986_100,SRR6743986,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6743986_101,SRR6743986,EFRB,multidrug,ambiguous (phage/chromosome)
SRR6743986_102,SRR6743986,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,unclassified,chromosome
SRR6743986_103,SRR6743986,PENA,beta-lactam,chromosome
SRR6743986_104,SRR6743986,PATB,fluoroquinolone,chromosome
SRR6743986_105,SRR6743986,PATA,fluoroquinolone,chromosome
SRR6743986_106,SRR6743986,CAMP-REGULATORY_PROTEIN,unclassified,chromosome
SRR6743986_107,SRR6743986,TETQ,tetracycline,phage
SRR6743986_108,SRR6743986,EMRA,fluoroquinolone,chromosome
SRR6743986_109,SRR6743986,TET35,tetracycline,chromosome
SRR6743986_110,SRR6743986,CEPA,beta-lactam,unclassified
SRR6743986_111,SRR6743986,PATB,fluoroquinolone,unclassified
SRR6743986_112,SRR6743986,ERMX,MLS,chromosome
SRR6743986_113,SRR6743986,TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR,unclassified,chromosome
SRR6743986_114,SRR6743986,KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA,aminoglycoside,chromosome
SRR6743986_115,SRR6743986,RPOB2,multidrug,chromosome
SRR6743986_116,SRR6743986,TET34,tetracycline,chromosome
SRR6743986_117,SRR6743986,RPOB2,multidrug,chromosome
SRR6743986_118,SRR6743986,VANR,glycopeptide,chromosome
SRR6743986_119,SRR6743986,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743986_120,SRR6743986,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6743986_121,SRR6743986,RPOB2,multidrug,chromosome
SRR6743986_122,SRR6743986,ICR-MO,peptide,unclassified
SRR6743986_123,SRR6743986,EFRB,multidrug,chromosome
SRR6743986_124,SRR6743986,IMP-9,beta-lactam,chromosome
SRR6743988_1,SRR6743988,RPOB2,multidrug,chromosome
SRR6743988_2,SRR6743988,VGAALC,multidrug,unclassified
SRR6743988_3,SRR6743988,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743988_4,SRR6743988,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6743988_5,SRR6743988,BCI,beta-lactam,chromosome
SRR6743989_1,SRR6743989,MSI-OXA,beta-lactam,chromosome
SRR6743989_2,SRR6743989,TETM,tetracycline,unclassified
SRR6743991_1,SRR6743991,VGBB,MLS,chromosome
SRR6743991_2,SRR6743991,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,chromosome
SRR6743991_3,SRR6743991,ERMA,MLS,unclassified
SRR6743991_4,SRR6743991,EFRB,multidrug,unclassified
SRR6743991_5,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743991_6,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_7,SRR6743991,CFXA2,beta-lactam,ambiguous (plasmid/phage)
SRR6743991_8,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_9,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_10,SRR6743991,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743991_11,SRR6743991,UGD,peptide,chromosome
SRR6743991_12,SRR6743991,VANU,glycopeptide,chromosome
SRR6743991_13,SRR6743991,CPHA4,beta-lactam,unclassified
SRR6743991_14,SRR6743991,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743991_15,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743991_16,SRR6743991,QNRB5,fluoroquinolone,unclassified
SRR6743991_17,SRR6743991,VATE,MLS,unclassified
SRR6743991_18,SRR6743991,UGD,peptide,plasmid
SRR6743991_19,SRR6743991,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743991_20,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743991_21,SRR6743991,UGD,peptide,chromosome
SRR6743991_22,SRR6743991,NORB,fluoroquinolone,chromosome
SRR6743991_23,SRR6743991,VANU,glycopeptide,unclassified
SRR6743991_24,SRR6743991,ERMF,MLS,unclassified
SRR6743991_25,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_26,SRR6743991,TETW,tetracycline,unclassified
SRR6743991_27,SRR6743991,UGD,peptide,unclassified
SRR6743991_28,SRR6743991,UGD,peptide,unclassified
SRR6743991_29,SRR6743991,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6743991_30,SRR6743991,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,chromosome
SRR6743991_31,SRR6743991,VANU,glycopeptide,chromosome
SRR6743991_32,SRR6743991,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,chromosome
SRR6743991_33,SRR6743991,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743991_34,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743991_35,SRR6743991,TETO,tetracycline,plasmid
SRR6743991_36,SRR6743991,SHV-149,beta-lactam,ambiguous (phage/chromosome)
SRR6743991_37,SRR6743991,VANU,glycopeptide,chromosome
SRR6743991_38,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_39,SRR6743991,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6743991_40,SRR6743991,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6743991_41,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_42,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_43,SRR6743991,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6743991_44,SRR6743991,TETM,tetracycline,plasmid
SRR6743991_45,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_46,SRR6743991,UGD,peptide,phage
SRR6743991_47,SRR6743991,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743991_48,SRR6743991,UGD,peptide,ambiguous (phage/chromosome)
SRR6743991_49,SRR6743991,ICR-MO,peptide,phage
SRR6743991_50,SRR6743991,UGD,peptide,chromosome
SRR6743991_51,SRR6743991,ERMG,MLS,chromosome
SRR6743991_52,SRR6743991,APH(3')-IA,aminoglycoside,unclassified
SRR6743991_53,SRR6743991,LPEB,MLS,unclassified
SRR6743991_54,SRR6743991,VANU,glycopeptide,unclassified
SRR6743991_55,SRR6743991,ERMF,MLS,plasmid
SRR6743991_56,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6743991_57,SRR6743991,TETQ,tetracycline,plasmid
SRR6743991_58,SRR6743991,ADER,multidrug,chromosome
SRR6743991_59,SRR6743991,TRIB,triclosan,unclassified
SRR6743991_60,SRR6743991,VANU,glycopeptide,unclassified
SRR6743991_61,SRR6743991,VANU,glycopeptide,chromosome
SRR6743991_62,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_63,SRR6743991,TETA(60),tetracycline,chromosome
SRR6743991_64,SRR6743991,RPOB2,multidrug,chromosome
SRR6743991_65,SRR6743991,CLBA,multidrug,chromosome
SRR6743991_66,SRR6743991,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6743991_67,SRR6743991,UGD,peptide,unclassified
SRR6743991_68,SRR6743991,TETQ,tetracycline,unclassified
SRR6743991_69,SRR6743991,CATB9,phenicol,chromosome
SRR6743991_70,SRR6743991,TET32,tetracycline,unclassified
SRR6743991_71,SRR6743991,MEFE,MLS,plasmid
SRR6743991_72,SRR6743991,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743994_1,SRR6743994,TETR,tetracycline,unclassified
SRR6743999_1,SRR6743999,RPOB2,multidrug,chromosome
SRR6743999_2,SRR6743999,TET(33),tetracycline,plasmid
SRR6743999_3,SRR6743999,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6743999_4,SRR6743999,MDTN,multidrug,unclassified
SRR6743999_5,SRR6743999,LISTERIA MONOCYTOGENES MPRF,peptide,unclassified
SRR6743999_6,SRR6743999,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,unclassified
SRR6744000_1,SRR6744000,MEFA,MLS,unclassified
SRR6744000_2,SRR6744000,MEL,multidrug,unclassified
SRR6744000_3,SRR6744000,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744000_4,SRR6744000,TETQ,tetracycline,plasmid
SRR6744000_5,SRR6744000,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744000_6,SRR6744000,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744000_7,SRR6744000,OPRA,multidrug,chromosome
SRR6744000_8,SRR6744000,IMP-9,beta-lactam,chromosome
SRR6744000_9,SRR6744000,OXA-118,beta-lactam,unclassified
SRR6744000_10,SRR6744000,TETM,tetracycline,plasmid
SRR6744000_11,SRR6744000,PATB,fluoroquinolone,unclassified
SRR6744000_12,SRR6744000,OXA-308,beta-lactam,unclassified
SRR6744000_13,SRR6744000,PATA,fluoroquinolone,unclassified
SRR6744000_14,SRR6744000,TET(C),tetracycline,unclassified
SRR6744000_15,SRR6744000,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744000_16,SRR6744000,PMRA,fluoroquinolone,unclassified
SRR6744000_17,SRR6744000,CFXA3,beta-lactam,plasmid
SRR6744000_18,SRR6744000,TETQ,tetracycline,plasmid
SRR6744001_1,SRR6744001,POXTA,multidrug,chromosome
SRR6744001_2,SRR6744001,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744001_3,SRR6744001,LSAC,multidrug,ambiguous (plasmid/phage)
SRR6744001_4,SRR6744001,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744001_5,SRR6744001,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744001_6,SRR6744001,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744001_7,SRR6744001,MCR-7.1,peptide,ambiguous (plasmid/phage)
SRR6744001_8,SRR6744001,MEFE,MLS,unclassified
SRR6744001_9,SRR6744001,TET(33),tetracycline,unclassified
SRR6744001_10,SRR6744001,IMP-56,beta-lactam,unclassified
SRR6744001_11,SRR6744001,STAPHYLOCOCCUS MUPB CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,unclassified
SRR6744001_12,SRR6744001,DFRA3,diaminopyrimidine,unclassified
SRR6744001_13,SRR6744001,ABCA,multidrug,unclassified
SRR6744001_14,SRR6744001,AAC(3)-IIB,aminoglycoside,unclassified
SRR6744001_15,SRR6744001,AAC(3)-IB/AAC(6')-IB'',aminoglycoside,unclassified
SRR6744001_16,SRR6744001,RPOB2,multidrug,chromosome
SRR6744001_17,SRR6744001,MEXB,multidrug,unclassified
SRR6744001_18,SRR6744001,OPMH,triclosan,unclassified
SRR6744001_19,SRR6744001,LMRD,MLS,chromosome
SRR6744001_20,SRR6744001,TET(W/N/W),tetracycline,unclassified
SRR6744001_21,SRR6744001,TET(C),tetracycline,unclassified
SRR6744002_1,SRR6744002,CFXA3,beta-lactam,phage
SRR6744002_2,SRR6744002,KPC-14,beta-lactam,chromosome
SRR6744002_3,SRR6744002,TETQ,tetracycline,chromosome
SRR6744002_4,SRR6744002,TET(W/N/W),tetracycline,plasmid
SRR6744002_5,SRR6744002,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744002_6,SRR6744002,BCRA,bacitracin,chromosome
SRR6744002_7,SRR6744002,DFRA23,diaminopyrimidine,unclassified
SRR6744002_8,SRR6744002,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744002_9,SRR6744002,TET(W/N/W),tetracycline,unclassified
SRR6744002_10,SRR6744002,ERMF,MLS,ambiguous (phage/chromosome)
SRR6744002_11,SRR6744002,SHV-43,beta-lactam,unclassified
SRR6744002_12,SRR6744002,TETM,tetracycline,phage
SRR6744002_13,SRR6744002,TETW,tetracycline,unclassified
SRR6744002_14,SRR6744002,TETQ,tetracycline,unclassified
SRR6744002_15,SRR6744002,MEL,multidrug,unclassified
SRR6744002_16,SRR6744002,APH(2'')-IIIA,aminoglycoside,unclassified
SRR6744002_17,SRR6744002,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744002_18,SRR6744002,UGD,peptide,unclassified
SRR6744002_19,SRR6744002,TETO,tetracycline,unclassified
SRR6744004_1,SRR6744004,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744004_2,SRR6744004,LSAC,multidrug,unclassified
SRR6744004_3,SRR6744004,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744006_1,SRR6744006,TETM,tetracycline,phage
SRR6744006_2,SRR6744006,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744006_3,SRR6744006,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744006_4,SRR6744006,POXTA,multidrug,ambiguous (phage/chromosome)
SRR6744006_5,SRR6744006,RPOB2,multidrug,chromosome
SRR6744006_6,SRR6744006,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,unclassified
SRR6744006_7,SRR6744006,TETQ,tetracycline,phage
SRR6744006_8,SRR6744006,TETM,tetracycline,plasmid
SRR6744006_9,SRR6744006,TETM,tetracycline,unclassified
SRR6744009_1,SRR6744009,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744009_2,SRR6744009,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744009_3,SRR6744009,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744009_4,SRR6744009,ERM(49),MLS,unclassified
SRR6744009_5,SRR6744009,STA,nucleoside,plasmid
SRR6744009_6,SRR6744009,ERMU,MLS,plasmid
SRR6744009_7,SRR6744009,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744009_8,SRR6744009,OXA-53,beta-lactam,chromosome
SRR6744009_9,SRR6744009,TET37,tetracycline,plasmid
SRR6744009_10,SRR6744009,OXA-118,beta-lactam,unclassified
SRR6744009_11,SRR6744009,OXA-3,beta-lactam,unclassified
SRR6744009_12,SRR6744009,CFXA3,beta-lactam,unclassified
SRR6744009_13,SRR6744009,CATQ,phenicol,ambiguous (plasmid/phage)
SRR6744009_14,SRR6744009,CLCD,multidrug,unclassified
SRR6744009_15,SRR6744009,RPHB,rifamycin,unclassified
SRR6744009_16,SRR6744009,OXA-92,beta-lactam,ambiguous (plasmid/phage)
SRR6744009_17,SRR6744009,RBPA,rifamycin,unclassified
SRR6744009_18,SRR6744009,RGT1438,rifamycin,chromosome
SRR6744009_19,SRR6744009,APH(4)-IA,aminoglycoside,unclassified
SRR6744009_20,SRR6744009,ERME,MLS,unclassified
SRR6744009_21,SRR6744009,AAC(3)-IB/AAC(6')-IB'',aminoglycoside,unclassified
SRR6744009_22,SRR6744009,MECC,beta-lactam,unclassified
SRR6744009_23,SRR6744009,TETQ,tetracycline,chromosome
SRR6744009_24,SRR6744009,GOB-2,beta-lactam,unclassified
SRR6744009_25,SRR6744009,ACRB,multidrug,unclassified
SRR6744009_26,SRR6744009,VANSF,glycopeptide,unclassified
SRR6744009_27,SRR6744009,LMRD,MLS,unclassified
SRR6744009_28,SRR6744009,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
